data,label,hard_neg
背负着飞涨的房主保费负担的得克萨斯人可能最终会得到缓解,对于那些背负着飞涨的房主保险费的得克萨斯州人来说，救援就在望了,收取额外保费
哈里伯顿周二重申，KBR“以最好的价格、最好的价格和最优惠的条件向伊拉克交付了燃料”,哈里伯顿公司发言人温迪·霍尔说：“我们相信KBR以最好的价格、最好的价格和最优惠的条件向伊拉克提供燃料。,每首歌价格99美分一张专辑价格9.99美元
克里夫兰骑士赢得了选秀詹姆斯的权利，赢得了周四晚上的年度彩票,周四晚上，当克里夫兰骑士赢得“勒布朗·詹姆斯彩票”，也就是众所周知的选秀彩票时，就是这样的情况,法国社会党赢得议会胜利
欧元兑美元EUR=自上周创下约1.1935美元的纪录高点，并于5月底触及140.90日圆的历史高位后，已累计下跌近4%,欧元兑美元EUR=自上周触及近1.1935美元的创纪录高点，并在5月下旬触及140.90日圆的创纪录高位以来，已累计下跌4美分,亚洲市场欧元兑美元汇率飙升1.1914美元随后欧洲股市开盘欧元兑美元汇率小幅回落1.1895美元
使用“曝光”功能，所有打开的窗口都会收缩以适合屏幕，但仍然足够清晰，可以识别,有了Expose(ex-poh-say)功能，桌面上所有打开的窗口都会立即缩小，以适合屏幕，但仍然足够清晰，可以识别,住好处足够空间
41岁的部长吉姆·沃尔夫卡莱(JimWolfcale)说：“这个案子既有精神上的挑战，也有情感上的疲惫。,陪审团领班兼部长吉姆·沃尔夫卡莱(JimWolfcale)说，“这个案子既有精神上的挑战，也有情感上的疲惫。,说法律意义上人
100多名警察参与了这次破获行动，这是一项为期两年的行动的结果，该行动对可卡因进口和洗钱团伙进行了调查,在为期两年的调查可卡因和洗钱团伙的行动的最后阶段，100多名警察发起了伦敦突袭行动,丹斯说团伙非法活动包括敲诈勒索武器走私走私香烟洗钱
但在15岁时，她体重达到260磅，这是一个艰难的决定：是时候做手术了,但在15岁时，她的体重高达117公斤，做出了一个艰难的决定：是做手术的时候了,10月10日家里带走时男孩体重都不到50磅
该公司首席执行长福勒(MarceFuller)表示：“我们强烈倾向于在庭外实现财务重组，我们仍然希望能够做到这一点。,“我们强烈希望在法庭外实现财务重组，”Mirant首席执行官MarceFuller周五早间在一份事先准备好的声明中表示,看涨债券人士希望美联储风险倾向经济疲软
32岁的查拉·拉金斯(Chera Larkins)来自曼哈顿，被控三次假结婚，还被控作伪证和提交虚假文书,32岁的查拉·拉金斯(Chera Larkins)来自曼哈顿，她被控在三份婚姻申请中作伪证，并提交了一份虚假文书,警方一份声明64岁牧师约翰·约翰斯顿John Johnston被控电话案件中骚扰被控持有武器
参议院银行委员会(SenateBankingCommittee)定于周二举行听证会，唐纳森将在听证会上就对冲基金和共同基金作证,参议院银行委员会(SenateBankingCommittee)定于周二举行听证会，届时唐纳森将接受有关对冲基金和共同基金的质询,参议院司法委员会SenateJudicialCommittee周二克服设立信托基金支付石棉暴露受害者费用斗争中一个障碍最困难障碍依然
他说，新的服务器将运行Linux或x86版本的Solaris,服务器可以运行Solaris x86操作系统或标准Linux操作系统,鲍尔默曾大声疾呼警告说Linux微软威胁
我要去球场，我相信我能做到这一点，只有我打出了我最好的网球,“我相信我有信心做到这一点，但只有在这种情况下，我会打出我最好的网球,世界杯因新球场死亡
他说，狗在医学理解和研究的彻底性方面仅次于人类,他说，狗是仅次于人类的医学研究对象,阿尔及利亚总统法国医学测试
飞船最早将于明天或周五从位于戈壁沙漠的酒泉发射场发射升空,该航天器定于下周三至周五从戈壁沙漠发射场发射升空,炸弹沙漠中爆炸
印第安纳州和伊利诺伊州至少还有11起和3起疑似病例,伊利诺斯州至少有3例疑似病例，印第安纳州有11例,多伦多昨天发生64例SARS疑似病例9例疑似病例
这种药丸，他们称之为“息肉”，将含有阿司匹林，一种降胆固醇药物，三种降血压药物的一半标准剂量和叶酸,这种息肉的成分包括阿司匹林，一种降胆固醇的他汀类药物，三种减压剂，以及叶酸,一半妇女服用药物另一半妇女服用安慰剂
周日，他说：“当人们在500米外被杀时，他们开着车到处走。,“他们现在所做的就是开着他们的车到处走，而500米以外的地方却有人被杀。,七名绑匪尼日利亚南部杀
莫里亚蒂想，他随时都会被扫地出门，要不然就会死于寒冷,莫里亚蒂从堤坝的顶端想，“他随时都会被刮倒，否则就会死于寒冷。,活着会流产
Kedo发言人RolandTricot说：“执行理事会决定将这个问题提交各国首都,韩国能源发展组织表示：“执行委员会决定将此事提交各国首都。,阿布贾首都
然而，包括强大的CGT在内的其他工会仍然反对这项改革，并要求政府开始与他们进行新的谈判,然而，强大的CGT和其他工会仍然反对这些计划，并要求政府与他们重新谈判改革,土耳其动乱工会呼吁罢工反对警察镇压
墨西哥希望保障公民的安全,墨西哥希望避免更多的暴力,政府监视公民没关系
西班牙目前担任欧安组织轮值主席,西班牙目前担任欧安组织主席,欧安组织讨论延长欧安组织驻科索沃特派团可能性
该条约于1990年首次签署,“欧洲常规武装力量条约”于1990年签署,协议最初1990年签署
调查人员声称这家英国公司是中情局的卧底,俄罗斯调查人员称，这家英国公司是中情局的卧底,查韦斯说调查人员至少火灾这方面解决
美国政府和其他北约成员国拒绝批准修改后的条约，直到莫斯科的官员从前苏维埃共和国摩尔多瓦和格鲁吉亚撤军,在俄罗斯完全撤出摩尔多瓦和格鲁吉亚之前，美国和其他北约成员国拒绝批准修正后的条约,俄罗斯批准修正后版本俄罗斯政府从前苏维埃共和国摩尔多瓦格鲁吉亚撤军美国北约成员国拒绝做
上周晚些时候俄罗斯对格鲁吉亚发动军事打击后，格鲁吉亚政府网站受到了猛烈的网络攻击,上周晚些时候，俄罗斯对格鲁吉亚发动了军事打击,茨欣瓦利格鲁吉亚首都
有报道称，叙利亚政府在被袭击地点隐藏了一个核设施,联合国专家们已经开始分析有关叙利亚政府在遇袭地点隐藏一个核设施的报道,伊朗称发现核设施破坏
结束小武器和轻武器非法贸易的国家、区域和国际努力,国际社会必须合作制止小武器和轻武器的非法贸易,肯尼亚非法武器贩运有所增加关切
尽管激进组织被禁止，宗教极端主义在巴基斯坦仍在继续,尽管巴基斯坦政府禁止激进组织，但宗教极端主义在巴基斯坦继续存在,印度巴基斯坦仍未条约
俄罗斯总统普京签署法令，暂停俄罗斯实施欧洲军备控制条约,俄罗斯总统弗拉基米尔·普京(Vladimir Putin)签署了一项法令，暂停俄罗斯加入“欧洲常规武装力量条约”,一项欧洲军备控制条约
缅甸以前被称为缅甸,缅甸以前被称为缅甸,缅甸一个军事国家
缅甸的侵犯人权行为包括即决处决、酷刑和招募儿童兵,这些侵犯人权的行为包括即决处决、酷刑和招募儿童,印尼军队指控印尼人民解放军独立中侵犯人权印尼军方指责分离主义分子侵犯人权否认指控
阿纳托利·索科洛夫宣布，苏联在莫斯科周围建造的a-135导弹防御系统已经过时，效率低下,苏联在莫斯科周围建造的a-135导弹防御系统已经过时，效率低下,俄罗斯政府反对美国计划欧洲安装反导防御系统解散美国声称拦截器用来防御来自伊朗威胁
法国能源和运输公司阿尔斯通可能签署一项合同，在北京和上海之间建造一条高速铁路,阿尔斯通可能会签署一份合同，在北京和上海之间建造一条高速铁路,北京航空母舰南海返回
俄罗斯在2004年批准了更新后的条约，但美国和其他北约成员国拒绝这样做，辩称莫斯科必须首先履行从格鲁吉亚和摩尔多瓦分裂的德涅斯特地区撤出军队的义务,俄罗斯已经批准了修正后的版本，但在俄罗斯政府从前苏维埃共和国摩尔多瓦和格鲁吉亚撤军之前，美国和其他北约成员国一直拒绝这样做,俄罗斯批准修正后版本俄罗斯政府从前苏维埃共和国摩尔多瓦格鲁吉亚撤军美国北约成员国拒绝做
赫尔曼德省是世界上最大的鸦片产区,赫尔曼德省是世界上最大的鸦片生产国,赫尔曼德省世界上鸦片生产国
由于高度的有组织犯罪和贩毒，墨西哥总统费利佩·卡尔德龙向锡那罗亚派遣了2800名特务和士兵,墨西哥总统卡尔德龙向锡那罗亚派遣了2800名特工和士兵，以打击贩毒活动,帮派中犯罪犯罪
伊朗坚持认为，这一计划的目的完全是为了和平的追求，例,伊朗坚称其核计划是为了和平目的,伊朗坚称核计划和平目的
该条约在苏联解体后于1999年修订,该条约于1999年修订，以反映苏联解体以来的变化,核不扩散条约5年审查
克什米尔分为印度和巴基斯坦,印度和巴基斯坦都声称对克什米尔拥有主权,印度军队印控克什米尔击毙激进分子指挥官
中国将坚决反对大规模杀伤性武器的运载工具,中国一贯反对大规模杀伤性武器扩散,南朝鲜以色列反对大规模毁灭性武器扩散军备竞赛
朝鲜宣称拥有核野心，据报道，目前朝鲜拥有瞄准日本的导弹,朝鲜一直在吹嘘自己的核野心，据报道，朝鲜现在已经对导弹进行了训练,朝鲜发射短程导弹
美国政府指责伊朗政府试图在民用核项目的掩护下发展核武器,美国和盟国指责伊朗试图打着民用核计划的幌子发展核武器,伊朗核项目和平目的
中国将坚决反对大规模杀伤性武器的扩散,中国将坚决反对大规模杀伤性武器的运载工具,南朝鲜以色列反对大规模毁灭性武器扩散军备竞赛
利比亚外长阿卜杜勒·拉赫曼·沙尔加姆(Abdel Rahman Shalgam)自1969年以来首次访问伦敦,沙尔加姆对伦敦的访问是利比亚外长自1969年以来首次访问伦敦,英国央行Bank Of England保罗·塔克Paul TuckerLibor Mess玷污
活动人士称，俄罗斯在没有非法活动证据的情况下监禁了一些人,俄罗斯在没有非法活动证据的情况下监禁了一些人,俄罗斯联合国调查叙利亚化学武器情况
现有的燃料棒可以在6-8个月内生产出3-6枚原子弹,专家说，这些燃料棒可以在6-8个月内生产出3-6枚原子弹,秋明BP6石油生产装置5炼油厂2100加油站
缅甸政府表示，到2014年，缅甸将成为无鸦片国家,缅甸政府表示，缅甸有望在2014年之前实现无毒品,美国最新消息缅甸世界上非法鸦片生产国国务院缉毒报告
2008年4月，犹太裔美国人团体反诽谤联盟(ADL)在瑞士和国际报纸上刊登了整页广告，指责瑞士通过这项交易资助恐怖主义,2008年4月初，反诽谤联盟在瑞士和国际报纸上刊登了整版广告，指责瑞士通过该协议资助恐怖主义,10月4日伊朗报纸头条新闻
叙利亚否认拥有未申报的核计划,叙利亚否认存在未申报的核计划,不申报
伊朗政府表示，伊朗的核项目仍然是和平的,伊朗政府表示，核计划是和平的,美国欧洲国家伊朗核项目制造核武器
当俄罗斯在美国问题上与美国发生分歧时，俄罗斯曾多次威胁要退出欧洲常规武装力量。计划在东部地区安装导弹防御系,俄罗斯一再威胁退出欧洲常规武装力量，反对将美国导弹防御系统扩展到东欧的计划,欧洲常规武装力量条约俄罗斯美国欧洲关系负面影响几个
中国为解决朝鲜半岛核问题所作的努力受到了国际社会的赞扬,中国为解决朝鲜半岛核问题所做的努力尤其受到亚太国家的赞扬,安倍晋三敦促日本国际社会更强硬外交政策
章说，中国反对在不扩散的基础上限制无核武器国家和平利用核能，因为和平利用核能是“不扩散核武器条约”的一个重要目标,张彦表示，中国反对以防扩散为借口，限制和剥夺无核武器国家和平利用核能的权利,中国反对大规模杀伤性武器扩散
这项新法律试图消除任何阻碍建造更先进间谍卫星的法律障碍，并帮助日本航天工业的创新,新法的目的是消除任何阻碍建造更先进间谍卫星的法律障碍，并鼓励日本航天工业的创新,绑架者支持组织利用这项调查迫使议会新法律
该条约限制了欧洲各地的飞机、坦克和其他无核武器重型武器的数量,“欧洲常规武装力量条约”限制了欧洲军用飞机、坦克和其他无核武器重型武器的数量,条约1990年首次签署欧洲飞机坦克无核武器重型武器数量
国际战略研究所的防扩散专家马克菲茨帕特里克说，国际原子能机构的报告有着不同寻常的强烈基调,国际战略研究所高级研究员马克菲茨帕特里克说，国际原子能机构的计划是肤浅的,大赦国际报告欧洲国际非政府论坛汇编
“欧洲常规武装力量条约”对欧洲的安全具有非常重要的意义,欧洲常规武装力量是欧洲安全的基石,欧洲常规武装力量条约成立1990年
印度军队已经在克什米尔与叛军作战，现在正在进行一场大规模的行动，摧毁该地区的罂粟作物,已经与叛军作战的印度军队现在也在进行大规模的行动，摧毁克什米尔地区的罂粟作物,印度军队克什米尔控制线杀害巴基斯坦士兵
司法命令指控Raghad资助恐怖主义,法庭指控拉加德·萨达姆·侯赛因资助恐怖主义,伊瓜兰说拘留指控犯有杀人罪犯罪勾结罪绑架罪资助恐怖主义罪
伊朗官员在2007年增加了处决人数，因为伊朗官员实施了一场据称旨在促进道德和加强社会安全的运动,去年，在一场旨在改善社会安全的运动中，伊朗的处决人数增加了,伊朗近几个月明显增加处决人数伊朗官员实施一项旨在道德伊朗运动
“欧洲常规武装力量条约”被认为是一项重要的军备控制条约,“欧洲常规武装力量条约”是苏联时期军备控制的一项重要条约,一项欧洲军备控制条约
自2006年以来，墨西哥政府采取了一系列打击墨西哥境内贩毒和有组织犯罪的措施,自2006年以来，墨西哥采取了一系列打击贩毒和有组织犯罪的措施,帮派中犯罪犯罪
声明没有具体说明导弹能够携带的弹头数量,声明没有具体说明导弹可以携带多少弹头,导弹爆炸
俄罗斯总统弗拉基米尔·普京(Vladimir Putin)表示，停止执行“欧洲常规武装力量条约”的决定是对美国的回应。计划在东欧建立导弹防御基地，以及北约未能批准修正后的条约,俄罗斯总统弗拉基米尔·普京(Vladimir Putin)表示，这一决定是对美国的回应。计划在东欧建立导弹防御基地，以及北约未能批准修正后的条约,俄罗斯批准修正后条约
埃及和约旦签署了核不扩散条约，并一直呼吁中东无大规模毁灭性武器,叙利亚签署了核不扩散条约，并允许机构专家视察其唯一已知的核设施,布利克斯说加紧努力消除核武器大规模毁灭性武器
伊朗政府否认了这一指控，并坚称该核项目仅用于和平目的,伊朗坚称其核计划是为了和平目的,伊朗核项目和平目的
公共政策研究所的一份研究报告说，有27个弱小的国家对英国的国家安全构成威胁，因为这些国家可能为恐怖分子提供基地,该报告说，有27个弱小的国家对英国的国家安全构成威胁，因为这些国家可能为恐怖分子提供基地,INGO Kober说国家拥有国家更强知识产权
巴拉迪说，中东和平协议只有在消除该地区所有大规模杀伤性武器的安全协议的同时才能达成,巴拉迪说，以色列与其阿拉伯邻国必须在消除该地区所有大规模杀伤性武器的安全协议的同时达成和平协议,中国反对大规模杀伤性武器扩散
国际原子能协会是联合国的监督机构,国际原子能机构是联合国的核监督机构,国际原子能协会约旦已同意进一步措施
温说，这次德国之行的主要目的是促进贸易、经济和技术交流,温表示，他访问德国的目的是为了促进贸易、经济和技术交流,一个女孩手语交流
普京总统表示，俄罗斯将采取反措施,普京警告说，俄罗斯将采取报复行动,普京俄罗斯总统选举获胜
到目前为止，中国一直对美国要求中国拦截和搜查朝鲜船只的压力犹豫不决,中国表示，美国向中国施压，要求中国拦截和搜查朝鲜船只，可能引发军事冲突,中国朝鲜愤怒克服美国担忧
处于高度戒备状态的核武器系统增加了使用这些武器的风险，包括无意中造成灾难性后果,该决议说，高度戒备增加了使用这类武器的风险，无意或意外使用将产生灾难性后果,无意逮捕
桑托斯说，哥伦比亚警方在与被击毙的叛军领袖劳尔·雷耶斯一起发现的两台电脑中发现了证据,弗朗西斯科·桑托斯说，哥伦比亚警方在与劳尔·雷耶斯一起发现的两台电脑上找到了证据,几周后尸体绿河中发现
物理学家达尼洛夫因向中国出售太空技术机密信息而被判有罪,物理学家瓦伦丁·达尼洛夫(Valentin Danilov)因向中国出售太空技术机密信息而被判有罪,梵蒂冈泄密案中被判有罪男子
西门子在德国的一位发言人说，西门子正就出售钚处理设施一事开始与感兴趣的中国各方进行谈判，海因里希·冯·皮耶尔(Heinrich Von Pierer)表示,西门子在德国的一位发言人说，海因里希·冯·皮耶尔说，格哈德·施罗德原则上不反对出售钚处理设施,西门子德国一位发言人出售钚设施政治发表评论
越南是世界上毒品法律最严格的国家之一,越南的毒品法律是世界上最严格的法律之一,世界上最便宜汽车碰撞测试中表现
普京表示，如果西方国家拒绝批准修改后的条约，俄罗斯政府可以完全退出该条约,普京表示，如果西方国家拒绝批准修正后的条约，俄罗斯可以完全放弃该条约,俄罗斯批准修正后条约
俄罗斯批准了该条约的修订本,俄罗斯批准了修正后的条约,俄罗斯2004年批准更新后条约
巴拉迪是国际原子能机构的负责人,mohammed elbarade是国际原子能机构的总干事,维也纳国际原子能机构周一巴拉迪接受伊朗邀请尚未日期
网络攻击被认为是对军用和民用计算机网络日益增长的威胁,北约认为网络攻击对军事和民用计算机网络构成越来越大的威胁,民主自由威胁
总部位于利雅得的纳伊夫阿拉伯安全科学研究院在一份声明中说，它正在为50名反恐专家举办为期两周的讲习班,纳伊夫阿拉伯安全科学研究院在一份声明中宣布，它将为50名反恐专家举办为期两周的讲习班,麦基一份声明中说布莱恩特无辜预计无罪
2007年9月，约旦与美国签署了一项协议，旨在支持约旦新生的核项目的和平发展,2007年9月，美国与约旦签署了一项协议，旨在支持乔德兰新核项目的和平发展,伊朗议会支持核协议
伊朗位于阿富汗和欧洲以及波斯湾国家之间的一条主要贩毒路线上,伊朗位于阿富汗和欧洲之间以及波斯湾国家之间的一条主要贩毒路线上,美国欧洲国家伊朗核项目制造核武器
2006年7月，约旦首相马哈鲁夫·巴希特表示，拉格·侯赛因及其家人生活在阿卜杜拉二世国王的保护之下,约旦首相巴希特在2006年7月说，拉赫达侯赛因和她的家人生活在国王阿卜杜拉二世的保护下，在伊拉克颁布了“伊拉克独立宣言”后，拉格达德侯赛因和她的家人一直在阿卜杜拉二世的保护下生活,阿卜杜拉·维登斯阿富汗总统大选中领先
一个主要代表南非白人的组织非洲论坛(AfriForum)表示，它将沿前往津巴布韦的道路组织抗议活动,非洲论坛表示，该组织将沿前往津巴布韦的道路组织抗议活动,记者未能接连代表上海合作组织声明置评
伊拉克一直在游说安理会停止使用该国的石油收入来补偿1991年海湾战争的受害者和联合国监测、核查和视察委员会视察员的工资，并将联合国石油换粮食账户中的所有剩余资金转移到政府的发展基金中,伊拉克新领导人一直在游说联合国安理会停止利用伊拉克的石油收入支付核查人员的工资，并将联合国石油换粮食账户中剩余的所有资金转移给伊拉克政府,两人死叙利亚暴力冲突后联合国监测土地
如果美国和其他北约盟国拒绝批准修正后的版本，俄罗斯可能退出该条约,他警告说，如果西方国家拒绝批准修订后的条约，俄罗斯将退出该条约,俄罗斯批准修正后条约
官员们表示，有关该条约的决定将取决于美国。就其在波兰和捷克共和国部署导弹防御系统的计划采取行动,俄罗斯军方官员表示，这一决定将取决于美国是否继续其在波兰和捷克共和国部署导弹防御系统的计划,美国导弹巴基斯坦炸死15人官员
最高法院驳回政府在沃达丰税务案中的复审请,最高法院驳回政府对沃达丰税收裁决的复议请,美国核讹诈驳回
叙利亚称自杀式袭击者在大马士革炸死10,大马士革自杀式爆炸造成10人死,自杀式袭击者阿富汗炸死14人
罗姆尼宣布保罗瑞安为竞选伙,罗姆尼提名瑞安为竞选伙,保罗机会
自杀式炸弹袭击也门精英军,自杀式袭击者袭击也门军事哨,自杀式炸弹袭击尼日利亚教堂
澳大利亚将建立世界上最大的海洋保护,澳大利亚创造了世界上最大的海洋保护,ė保护中国利益保护外国企业利益
阿巴斯将领导巴勒斯坦联合政,阿巴斯被提名为临时联合政府总,不明白领导词
一名持枪歹徒在威斯康星州锡克教寺庙开枪打死6人,威斯康星州锡克神庙枪击案6人死,一名男子加州杀死4人警察开枪打死
中国新闻社：叙利亚和平仍有希,中国官方通讯社：叙利亚和平仍有希,叙利亚政权同意出席和平会议
美国在线称将以10亿美元的价格向微软出售800项专,美国在线将以10亿美元的价格向微软出售800项专,国家债务至少800亿美元1085.2亿美元
海军喷气式飞机撞向公寓,美国海军喷气式飞机撞进公寓,海军喷气式飞机撞公寓楼
6.6级地震冲击印尼巴布亚：美国地质调查,6.6级地震冲击印尼巴布亚：美国地质调查,印尼苏门答腊岛发生6.6级地震后发生海啸无损失
伊朗伊斯兰共和国：地震造成227人死亡，伊朗加大救援力,地震造成227人死亡，伊朗加大救援力,伊朗西北部地震180人死亡1300人受伤
据报道，两人在纽约帝国大厦的枪击案中丧生,2人死于帝国大厦外的枪击事,市政厅帝国大厦枪击案
卡佩罗辞去英格兰队主教练职,卡佩罗辞去英格兰队主教练职,理查德·格拉索RichardGrasso上周辞去董事长职务原因1.4亿美元薪酬方案引发公众愤怒董事会支持
飓风桑迪袭击美国东海,飓风桑迪加速袭击美国东海,飓风桑迪登陆牙买加东南部NHC
“如果以色列发动袭击，伊朗将攻击特拉维夫。,高级神职人员：如果以色列发动袭击，伊朗将攻击特拉维夫,以色列加沙发动新一轮袭击1人死亡
联合国安理会下令对阿富汗哈卡尼网络实施全球制,联合国下令全球制裁哈卡尼网,联合国安理会表决叙利亚
沙特阿拉伯逮捕涉嫌与基地组织有关联的激进分,沙特逮捕激进分子嫌疑人，官方媒体报,涉嫌法国被捕基地组织资助者
飓风桑迪逼近美国东海,飓风桑迪袭击美国东海,飓风桑迪登陆牙买加东南部NHC
四人承认伦敦证券交易所炸弹阴,四人承认伦敦爆炸,美国承认叙利亚反对派
日产将销售线控转向汽,日产将在一些英菲尼迪轿车上提供线控转向系,Ticketmaster购买门票昨天销售
联合国监测员尚未抵达叙利亚“屠杀”现场-视,联合国监测员无法到达叙利亚杀戮现,联合国监测员前往叙利亚大屠杀现场路上枪击
北约谴责叙利亚拒绝土耳其军用飞,北约强烈谴责叙利亚击落土耳其飞,北约谴责乌克兰镇压
前纳粹死亡营警卫Demjanjuk死于91,约翰·德米扬鲁克，被判有罪的纳粹死亡集中营警卫，享年91岁,施罗德取消意大利假期后斯蒂芬妮拒绝诽谤道歉贝卢斯科尼一名德国政治家比作纳粹集中营警卫
美国：马多夫兄弟在纽约承认欺诈,马多夫的兄弟承认诈骗,亚马逊还报道称纽约总检察长办公室已一名欺诈达成民事欺诈指控
克林顿警告肯尼亚选举暴力的代,克林顿警告肯尼亚选举动荡的代,克林顿警告肯尼亚2007年再次出现投票混乱
阿肯色州最高法院否决行刑,阿肯色州法官废除死,大开眼界最高法院亚利桑那州移民法裁决
非洲前总统曼德拉出,曼德拉出,总统哀悼曼德拉逝世
罗姆尼选择瑞安为副总统竞选伙,罗姆尼提名瑞安为副总统竞选伙,密克罗尼西亚副总统访华
纳达尔闯入法网决,纳达尔晋级法国网球公开赛第七场决,拉法·纳达尔缺席澳网
普京宣布俄罗斯总统选举获,普京赢得有争议的俄罗斯总统选,普京俄罗斯总统选举获胜
在墨西哥洞穴发现的167具尸体的遗,在墨西哥洞穴发现的167具遗,伊拉克官员巴格达南部发现50具尸体
阿尔卑斯山大屠杀孤儿女孩返回英,阿尔卑斯山袭击：女孩返回英,北京航空母舰南海返回
飓风桑迪袭击美国东海,飓风桑迪袭击美国东海,飓风桑迪登陆牙买加东南部NHC
阿桑奇向英国最高法院上诉引,阿桑奇向英国最高法院提出引渡上,辩护律师审判上诉法院裁决提出上诉
暴徒为焚烧“古兰经”杀,巴基斯坦黑帮因焚烧“古兰经”而杀,被控焚烧古兰经女童获释
萨尔瓦多·达利的油画被从纽约画廊抓,萨尔瓦多·达利的油画在纽约被抓,抓金属门鸟
萨科齐宣布竞选连,法国总统尼古拉·萨科奇正式竞选连,印度财政部长退出竞选总统
美英达成协议释放紧急石油库,美英同意公布紧急石油库,土耳其紧急起飞飞往叙利亚边境
法国的施特劳斯-卡恩被控参与卖淫团,施特劳斯-卡恩被控卖,多米尼克·斯特劳斯卡恩DominiqueStraussKahn面临法国卖淫团伙质疑
巴克莱受到美国最新调查的打,巴克莱受到美国新一轮调查的打,美国会议委员会USConferenceBoard最新商业信心指数第一季度调查中跌53点后已升至60点
欧盟对叙利亚实施新的制,欧盟对叙利亚政权实施新的制,欧盟阿萨德家族实施制裁
巴林大奖赛在抗议中进,巴林赛马会在动乱中进,巴林愤怒
Sheryl Crow说她有脑良性肿,Sheryl Crow有一个良性脑,说CAPPS II系统永远航空安全
大赦国际：叙利亚反政府武装也在实施虐,大赦国际调查员：叙利亚反政府武装也在实施虐,叙利亚保证反政府武装称和平计划注定失败
东德人权活动家高克当选总,约阿希姆·高克当选德国总,约翰逊再次当选伦敦市长
太空传奇尼尔·阿姆斯特朗去,登月第一人尼尔·阿姆斯特朗逝世，享年82,美国宇航员尼尔·阿姆斯特朗82岁去世
美国和土耳其权衡叙利亚的禁飞,土耳其、美国为叙利亚设立禁飞,土耳其剥削叙利亚难民
埃及让穆巴拉克总理重返总统竞,埃及确认穆巴拉克总理重返总统竞,埃及法院下令释放穆巴拉克
联合国观察员巡逻队抵达叙利亚大屠杀现,联合国观察员抵达叙利亚屠杀,联合国监测员前往叙利亚大屠杀现场路上枪击
里克·桑托勒姆赢得堪萨斯州预选,里克？桑托勒姆在堪萨斯州的预选会上取得了胜利,桑托勒姆轻松晋级明尼苏达州胜利
美国承诺不履行重建海地的承,美国承诺重建不满足的海,范投资欧盟委员会确保承诺履行
美国、欧盟谨慎欢迎伊朗重启核谈,美国、欧盟欢迎伊朗提出重启核谈,世界大国伊朗鲁哈尼领导下重启核谈判
马里总统辞,马里总统正式辞,马里未来临时总统就职
人权观察社：约旦对来自叙利亚的巴勒斯坦人的偏,约旦对来自叙利亚的巴勒斯坦人有偏,叙利亚战斗机飞行员逃往约旦
费德勒赢得第7次温网冠,费德勒拿下第7届温网冠,赢得演唱我能才艺赢得晚装奖
普京宣誓就任俄罗斯总,普京宣誓就任俄罗斯总统6,埃及宣誓就任新临时领导人
南苏丹指责苏丹在会谈前进行爆,苏丹指责苏丹轰炸谈,苏丹指责以色列制造喀土穆枪火
高尔夫：韦斯特伍德在迪拜沙漠经典赛中领,韦斯特伍德在迪拜沙漠的经典之,牛仔沙漠中骑马
查韦斯再次前往古巴接受放射治,查韦斯计划在古巴进行更多的放射治,离开军队前往叙利亚接受宗教训练
马里临时领导人就,马里临时总统宣誓就,埃及宣誓就任新临时领导人
马里伊斯兰主义者摧毁“更多廷巴克图神殿,马里伊斯兰主义者摧毁更多神圣的廷巴克图遗,马里伊斯兰激进分子征募新民兵
昂山素季向英国国会议员致,缅甸昂山素季将于6月访问缅甸议,热烈欢迎昂山素季历史性访问
警长：42年后，一名男子找回了被盗的汽车,美国一名男子在汽车失窃42年后恢复原状,一名男子被盗42年后易趣上发现一辆车
谷歌CEO说Android很重要，不是关,拉里·佩奇说Android很重要，不是关,谷歌推出互联网气球
奥巴马和罗姆尼为第一场辩论做准,奥巴马，罗姆尼准备辩,奥巴马团队提高辩论赌注
詹姆斯·默多克退出BSky,詹姆斯·默多克辞去英国天空广播公司的角,鲁珀特·默多克接受第二天拷问
著名科幻作家雷·布拉德伯里逝世，享年91,科幻传奇雷·布拉德伯里91岁去,纳尔逊·曼德拉逝世享年95岁
联合国观察员发现叙利亚大屠杀的痕,联合国小组调查叙利亚大屠,战争罪联合国发现沙林用于叙利亚化学武器袭击
资料来源：红皮公司用第二号皮卡换来的红人皮,红皮换2号皮,前中央情报局官员资料外泄被判入狱三十个月
中国称2012年国防预算将增长11.2,中国国防支出增长11.2,2012年美国总统选举
美国将巴格拉姆监狱移交给阿富汗当,美国将巴格拉姆监狱移交阿富汗控,阿富汗议会批准美国阿富汗建立伙伴关系
风电场开发人员如何使用相机技巧使涡轮机看起来比实际情况更小,风电场开发商使用“诀窍”使涡轮机看起来更,几年更小权利我会好照顾
米特·罗姆尼赢得马里兰州共和党初,罗姆尼赢得马里兰州共和党初,罗姆尼赢得佛罗里达州共和党初选
以色列禁止德国作家格拉斯为诗造,以色列禁止德国作家格拉斯写,还永久禁止证券业
塔利班在Facebook上伪装成“迷人的女人”从事间谍活,塔利班士兵在脸书上装扮成美女来获取军队的秘,Facebook利润用户群跃升
穆罕默德·穆尔西宣誓就任埃格普提安总,穆尔西宣誓就任埃及总,陆克文宣誓就任澳大利亚新总理
戈尔·维达尔去世，享年86岁：传奇作家、剧作家和政治家去世,著名作家、剧作家戈尔·维达尔逝世，享年86岁,纳尔逊·曼德拉去世现场报道
南非警方枪杀30名矿,南非警方称他们杀害了30多名矿工,警方利兹枪杀一名男子后被捕
